<title>/VB --> VB/VB
tiger/NN --> tiger/NN
roared/VBD --> roar/VBD
louder/RBR --> louder/RBR
than/IN --> than/IN
ever/RB --> ever/RB
--/: --> --/:
so/RB --> so/RB
loud/JJ --> loud/JJ
that/IN --> that/IN
his/PRP$ --> he/PRP$
wife/NN --> wife/NN
heard/VBD --> hear/VBD
him/PRP --> he/PRP
in/IN --> in/IN
the/DT --> the/DT
next/JJ --> next/JJ
jungle/NN --> jungle/NN
,/, --> ,/,
and/CC --> and/CC
came/VBD --> come/VBD
bounding/VBG --> bound/VBG
along/IN --> along/IN
to/TO --> to/TO
see/VB --> see/VB
what/WP --> what/WP
was/VBD --> be/VBD
the/DT --> the/DT
matter/NN --> matter/NN
./. --> ./.
The/DT --> the/DT
tiger/NN --> tiger/NN
saw/VBD --> see/VBD
her/PRP$ --> she/PRP$
coming/JJ --> coming/JJ
,/, --> ,/,
and/CC --> and/CC
hid/VBD --> hide/VBD
the/DT --> the/DT
prince/NN --> prince/NN
in/IN --> in/IN
the/DT --> the/DT
jungle/NN --> jungle/NN
,/, --> ,/,
so/RB --> so/RB
that/IN --> that/IN
she/PRP --> she/PRP
should/MD --> should/MD
not/RB --> not/RB
see/VB --> see/VB
him/PRP --> he/PRP
./. --> ./.
``/`` --> ``/``
What/WP --> what/WP
man/NN --> man/NN
hurt/NN --> hurt/NN
you/PRP --> you/PRP
that/IN --> that/IN
you/PRP --> you/PRP
roared/VBD --> roar/VBD
so/RB --> so/RB
loud/JJ --> loud/JJ
?/. --> ?/.
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
wife/NN --> wife/NN
./. --> ./.
``/`` --> ``/``
No/DT --> no/DT
one/NN --> one/NN
hurt/VBD --> hurt/VBD
me/PRP --> I/PRP
,/, --> ,/,
''/'' --> ''/''
answered/VBD --> answer/VBD
the/DT --> the/DT
husband/NN --> husband/NN
;/: --> ;/:
``/`` --> ``/``
but/CC --> but/CC
a/DT --> a/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
came/VBD --> come/VBD
and/CC --> and/CC
took/VBD --> take/VBD
the/DT --> the/DT
thorn/NN --> thorn/NN
out/IN --> out/IN
of/IN --> of/IN
my/PRP$ --> my/PRP$
foot/NN --> foot/NN
./. --> ./.
''/'' --> ''/''
``/`` --> ``/``
Where/WRB --> where/WRB
is/VBZ --> be/VBZ
he/PRP --> he/PRP
?/. --> ?/.
Show/NNP --> Show/NNP
him/PRP --> he/PRP
to/TO --> to/TO
me/PRP --> I/PRP
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
his/PRP$ --> he/PRP$
wife/NN --> wife/NN
./. --> ./.
``/`` --> ``/``
If/IN --> if/IN
you/PRP --> you/PRP
promise/VBP --> promise/VBP
not/RB --> not/RB
to/TO --> to/TO
kill/VB --> kill/VB
him/PRP --> he/PRP
,/, --> ,/,
I/PRP --> I/PRP
will/MD --> will/MD
call/VB --> call/VB
him/PRP --> he/PRP
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
tiger/NN --> tiger/NN
./. --> ./.
``/`` --> ``/``
I/PRP --> I/PRP
wo/MD --> will/MD
n't/RB --> not/RB
kill/VB --> kill/VB
him/PRP --> he/PRP
;/: --> ;/:
only/RB --> only/RB
let/VB --> let/VB
me/PRP --> I/PRP
see/VB --> see/VB
him/PRP --> he/PRP
,/, --> ,/,
''/'' --> ''/''
answered/VBD --> answer/VBD
his/PRP$ --> he/PRP$
wife/NN --> wife/NN
./. --> ./.
Then/RB --> then/RB
the/DT --> the/DT
tiger/NN --> tiger/NN
called/VBD --> call/VBD
the/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
,/, --> ,/,
and/CC --> and/CC
when/WRB --> when/WRB
he/PRP --> he/PRP
came/VBD --> come/VBD
the/DT --> the/DT
tiger/NN --> tiger/NN
and/CC --> and/CC
his/PRP$ --> he/PRP$
wife/NN --> wife/NN
made/VBD --> make/VBD
him/PRP --> he/PRP
a/DT --> a/DT
great/JJ --> great/JJ
many/JJ --> many/JJ
salaams/NNS --> salaam/NNS
./. --> ./.
Then/RB --> then/RB
they/PRP --> they/PRP
gave/VBD --> give/VBD
him/PRP --> he/PRP
a/DT --> a/DT
good/JJ --> good/JJ
dinner/NN --> dinner/NN
,/, --> ,/,
and/CC --> and/CC
he/PRP --> he/PRP
stayed/VBD --> stay/VBD
with/IN --> with/IN
them/PRP --> they/PRP
for/IN --> for/IN
three/CD --> three/CD
days/NNS --> day/NNS
./. --> ./.
Every/DT --> every/DT
day/NN --> day/NN
he/PRP --> he/PRP
looked/VBD --> look/VBD
at/IN --> at/IN
the/DT --> the/DT
tiger/NN --> tiger/NN
's/POS --> 's/POS
foot/NN --> foot/NN
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
third/JJ --> third/JJ
day/NN --> day/NN
it/PRP --> it/PRP
was/VBD --> be/VBD
quite/RB --> quite/RB
healed/VBN --> heal/VBN
./. --> ./.
Then/RB --> then/RB
he/PRP --> he/PRP
said/VBD --> say/VBD
good-bye/NN --> good-bye/NN
to/TO --> to/TO
the/DT --> the/DT
tigers/NNS --> tiger/NNS
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
tiger/NN --> tiger/NN
said/VBD --> say/VBD
to/TO --> to/TO
him/PRP --> he/PRP
,/, --> ,/,
``/`` --> ``/``
If/IN --> if/IN
ever/RB --> ever/RB
you/PRP --> you/PRP
are/VBP --> be/VBP
in/IN --> in/IN
trouble/NN --> trouble/NN
,/, --> ,/,
think/NN --> think/NN
of/IN --> of/IN
me/PRP --> I/PRP
,/, --> ,/,
and/CC --> and/CC
we/PRP --> we/PRP
will/MD --> will/MD
come/VB --> come/VB
to/TO --> to/TO
you/PRP --> you/PRP
./. --> ./.
''/'' --> ''/''
The/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
rode/VBD --> ride/VBD
on/IN --> on/IN
and/CC --> and/CC
on/IN --> on/IN
till/IN --> till/IN
he/PRP --> he/PRP
came/VBD --> come/VBD
to/TO --> to/TO
a/DT --> a/DT
third/JJ --> third/JJ
jungle/NN --> jungle/NN
./. --> ./.
Here/RB --> here/RB
he/PRP --> he/PRP
found/VBD --> find/VBD
four/CD --> four/CD
fakirs/NNS --> fakir/NNS
whose/WP$ --> whose/WP$
teacher/NN --> teacher/NN
and/CC --> and/CC
master/NN --> master/NN
had/VBD --> have/VBD
died/VBN --> die/VBN
,/, --> ,/,
and/CC --> and/CC
had/VBD --> have/VBD
left/VBN --> leave/VBN
four/CD --> four/CD
things/NNS --> thing/NNS
,/, --> ,/,
--/: --> --/:
a/DT --> a/DT
bed/NN --> bed/NN
,/, --> ,/,
which/WDT --> which/WDT
carried/VBD --> carry/VBD
whoever/WP --> whoever/WP
sat/VBD --> sit/VBD
on/IN --> on/IN
it/PRP --> it/PRP
whithersoever/RB --> whithersoever/RB
he/PRP --> he/PRP
wished/VBD --> wish/VBD
to/TO --> to/TO
go/VB --> go/VB
;/: --> ;/:
a/DT --> a/DT
bag/NN --> bag/NN
,/, --> ,/,
that/WDT --> that/WDT
gave/VBD --> give/VBD
its/PRP$ --> its/PRP$
owner/NN --> owner/NN
whatever/WDT --> whatever/WDT
he/PRP --> he/PRP
wanted/VBD --> want/VBD
,/, --> ,/,
jewels/NNS --> jewel/NNS
,/, --> ,/,
food/NN --> food/NN
,/, --> ,/,
or/CC --> or/CC
clothes/NNS --> clothes/NNS
;/: --> ;/:
a/DT --> a/DT
stone/NN --> stone/NN
bowl/NN --> bowl/NN
that/WDT --> that/WDT
gave/VBD --> give/VBD
its/PRP$ --> its/PRP$
owner/NN --> owner/NN
as/RB --> as/RB
much/JJ --> much/JJ
water/NN --> water/NN
as/IN --> as/IN
he/PRP --> he/PRP
wanted/VBD --> want/VBD
,/, --> ,/,
no/DT --> no/DT
matter/NN --> matter/NN
how/WRB --> how/WRB
far/RB --> far/RB
he/PRP --> he/PRP
might/MD --> might/MD
be/VB --> be/VB
from/IN --> from/IN
a/DT --> a/DT
tank/NN --> tank/NN
;/: --> ;/:
and/CC --> and/CC
a/DT --> a/DT
stick/NN --> stick/NN
and/CC --> and/CC
rope/NN --> rope/NN
,/, --> ,/,
to/TO --> to/TO
which/WDT --> which/WDT
its/PRP$ --> its/PRP$
owner/NN --> owner/NN
had/VBD --> have/VBD
only/RB --> only/RB
to/TO --> to/TO
say/VB --> say/VB
,/, --> ,/,
if/IN --> if/IN
any/DT --> any/DT
one/CD --> one/CD
came/VBD --> come/VBD
to/TO --> to/TO
make/VB --> make/VB
war/NN --> war/NN
on/IN --> on/IN
him/PRP --> he/PRP
,/, --> ,/,
``/`` --> ``/``
Stick/NNP --> Stick/NNP
,/, --> ,/,
beat/VBD --> beat/VBD
as/IN --> as/IN
many/JJ --> many/JJ
men/NNS --> man/NNS
and/CC --> and/CC
soldiers/NNS --> soldier/NNS
as/RB --> as/RB
are/VBP --> be/VBP
here/RB --> here/RB
,/, --> ,/,
''/'' --> ''/''
and/CC --> and/CC
the/DT --> the/DT
stick/NN --> stick/NN
would/MD --> would/MD
beat/VB --> beat/VB
them/PRP --> they/PRP
and/CC --> and/CC
the/DT --> the/DT
rope/NN --> rope/NN
would/MD --> would/MD
tie/VB --> tie/VB
them/PRP --> they/PRP
up/RP --> up/RP
./. --> ./.
The/DT --> the/DT
four/CD --> four/CD
fakirs/NNS --> fakir/NNS
were/VBD --> be/VBD
quarrelling/VBG --> quarrel/VBG
over/IN --> over/IN
these/DT --> these/DT
four/CD --> four/CD
things/NNS --> thing/NNS
./. --> ./.
One/CD --> one/CD
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
want/VBP --> want/VBP
this/DT --> this/DT
;/: --> ;/:
''/'' --> ''/''
another/DT --> another/DT
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
You/PRP --> you/PRP
can/MD --> can/MD
not/RB --> not/RB
have/VB --> have/VB
it/PRP --> it/PRP
,/, --> ,/,
for/IN --> for/IN
I/PRP --> I/PRP
want/VBP --> want/VBP
it/PRP --> it/PRP
;/: --> ;/:
''/'' --> ''/''
and/CC --> and/CC
so/RB --> so/RB
on/IN --> on/IN
./. --> ./.
The/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
said/VBD --> say/VBD
to/TO --> to/TO
them/PRP --> they/PRP
,/, --> ,/,
``/`` --> ``/``
Do/VBP --> do/VBP
not/RB --> not/RB
quarrel/VB --> quarrel/VB
for/IN --> for/IN
these/DT --> these/DT
things/NNS --> thing/NNS
./. --> ./.
I/PRP --> I/PRP
will/MD --> will/MD
shoot/VB --> shoot/VB
four/CD --> four/CD
arrows/NNS --> arrow/NNS
in/IN --> in/IN
four/CD --> four/CD
different/JJ --> different/JJ
directions/NNS --> direction/NNS
./. --> ./.
Whichever/NNP --> Whichever/NNP
of/IN --> of/IN
you/PRP --> you/PRP
gets/VBZ --> get/VBZ
to/TO --> to/TO
my/PRP$ --> my/PRP$
first/JJ --> first/JJ
arrow/NN --> arrow/NN
,/, --> ,/,
shall/MD --> shall/MD
have/VB --> have/VB
the/DT --> the/DT
first/JJ --> first/JJ
thing/NN --> thing/NN
--/: --> --/:
the/DT --> the/DT
bed/NN --> bed/NN
./. --> ./.
Whosoever/NNP --> Whosoever/NNP
gets/VBZ --> get/VBZ
to/TO --> to/TO
the/DT --> the/DT
second/JJ --> second/JJ
arrow/NN --> arrow/NN
,/, --> ,/,
shall/MD --> shall/MD
have/VB --> have/VB
the/DT --> the/DT
second/JJ --> second/JJ
thing/NN --> thing/NN
--/: --> --/:
the/DT --> the/DT
bag/NN --> bag/NN
./. --> ./.
He/PRP --> he/PRP
who/WP --> who/WP
gets/VBZ --> get/VBZ
to/TO --> to/TO
the/DT --> the/DT
third/JJ --> third/JJ
arrow/NN --> arrow/NN
,/, --> ,/,
shall/MD --> shall/MD
have/VB --> have/VB
the/DT --> the/DT
third/JJ --> third/JJ
thing/NN --> thing/NN
--/: --> --/:
the/DT --> the/DT
bowl/NN --> bowl/NN
./. --> ./.
And/CC --> and/CC
he/PRP --> he/PRP
who/WP --> who/WP
gets/VBZ --> get/VBZ
to/TO --> to/TO
the/DT --> the/DT
fourth/JJ --> fourth/JJ
arrow/NN --> arrow/NN
,/, --> ,/,
shall/MD --> shall/MD
have/VB --> have/VB
the/DT --> the/DT
last/JJ --> last/JJ
things/NNS --> thing/NNS
--/: --> --/:
the/DT --> the/DT
stick/NN --> stick/NN
and/CC --> and/CC
rope/NN --> rope/NN
./. --> ./.
''/'' --> ''/''
To/TO --> to/TO
this/DT --> this/DT
they/PRP --> they/PRP
agreed/VBD --> agree/VBD
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
prince/NN --> prince/NN
shot/VBD --> shoot/VBD
off/RP --> off/RP
his/PRP$ --> he/PRP$
first/JJ --> first/JJ
arrow/NN --> arrow/NN
./. --> ./.
Away/RB --> away/RB
raced/VBD --> race/VBD
the/DT --> the/DT
fakirs/NNS --> fakir/NNS
to/TO --> to/TO
get/VB --> get/VB
it/PRP --> it/PRP
./. --> ./.
When/WRB --> when/WRB
they/PRP --> they/PRP
brought/VBD --> bring/VBD
it/PRP --> it/PRP
back/RB --> back/RB
to/TO --> to/TO
him/PRP --> he/PRP
he/PRP --> he/PRP
shot/VBD --> shoot/VBD
off/RP --> off/RP
the/DT --> the/DT
second/JJ --> second/JJ
,/, --> ,/,
and/CC --> and/CC
when/WRB --> when/WRB
they/PRP --> they/PRP
had/VBD --> have/VBD
found/VBN --> find/VBN
and/CC --> and/CC
brought/VBN --> bring/VBN
it/PRP --> it/PRP
to/TO --> to/TO
him/PRP --> he/PRP
he/PRP --> he/PRP
shot/VBD --> shoot/VBD
off/RP --> off/RP
his/PRP$ --> he/PRP$
third/JJ --> third/JJ
,/, --> ,/,
and/CC --> and/CC
when/WRB --> when/WRB
they/PRP --> they/PRP
had/VBD --> have/VBD
brought/VBN --> bring/VBN
him/PRP --> he/PRP
the/DT --> the/DT
third/JJ --> third/JJ
he/PRP --> he/PRP
shot/VBD --> shoot/VBD
off/RP --> off/RP
the/DT --> the/DT
fourth/JJ --> fourth/JJ
./. --> ./.
While/IN --> while/IN
they/PRP --> they/PRP
were/VBD --> be/VBD
away/RB --> away/RB
looking/VBG --> look/VBG
for/IN --> for/IN
the/DT --> the/DT
fourth/JJ --> fourth/JJ
arrow/NN --> arrow/NN
the/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
let/VBD --> let/VBD
his/PRP$ --> he/PRP$
horse/NN --> horse/NN
loose/RB --> loose/RB
in/IN --> in/IN
the/DT --> the/DT
jungle/NN --> jungle/NN
,/, --> ,/,
and/CC --> and/CC
sat/VBD --> sit/VBD
on/IN --> on/IN
the/DT --> the/DT
bed/NN --> bed/NN
,/, --> ,/,
taking/VBG --> take/VBG
the/DT --> the/DT
bowl/NN --> bowl/NN
,/, --> ,/,
the/DT --> the/DT
stick/NN --> stick/NN
and/CC --> and/CC
rope/NN --> rope/NN
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
bag/NN --> bag/NN
with/IN --> with/IN
him/PRP --> he/PRP
./. --> ./.
Then/RB --> then/RB
he/PRP --> he/PRP
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
Bed/NNP --> Bed/NNP
,/, --> ,/,
I/PRP --> I/PRP
wish/VBP --> wish/VBP
to/TO --> to/TO
go/VB --> go/VB
to/TO --> to/TO
the/DT --> the/DT
Princess/NNP --> Princess/NNP
Labam/NNP --> Labam/NNP
's/POS --> 's/POS
country/NN --> country/NN
./. --> ./.
''/'' --> ''/''
The/DT --> the/DT
little/JJ --> little/JJ
bed/NN --> bed/NN
instantly/RB --> instantly/RB
rose/VBD --> rise/VBD
up/RP --> up/RP
into/IN --> into/IN
the/DT --> the/DT
air/NN --> air/NN
and/CC --> and/CC
began/VBD --> begin/VBD
to/TO --> to/TO
fly/VB --> fly/VB
,/, --> ,/,
and/CC --> and/CC
it/PRP --> it/PRP
flew/VBD --> fly/VBD
and/CC --> and/CC
flew/VBD --> fly/VBD
till/IN --> till/IN
it/PRP --> it/PRP
came/VBD --> come/VBD
to/TO --> to/TO
the/DT --> the/DT
Princess/NNP --> Princess/NNP
Labam/NNP --> Labam/NNP
's/POS --> 's/POS
country/NN --> country/NN
,/, --> ,/,
where/WRB --> where/WRB
it/PRP --> it/PRP
settled/VBD --> settle/VBD
on/IN --> on/IN
the/DT --> the/DT
ground/NN --> ground/NN
./. --> ./.
The/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
asked/VBD --> ask/VBD
some/DT --> some/DT
men/NNS --> man/NNS
he/PRP --> he/PRP
saw/VBD --> see/VBD
,/, --> ,/,
``/`` --> ``/``
Whose/JJ --> whose/JJ
country/NN --> country/NN
is/VBZ --> be/VBZ
this/DT --> this/DT
?/. --> ?/.
''/'' --> ''/''
``/`` --> ``/``
The/DT --> the/DT
Princess/NNP --> Princess/NNP
Labam/NNP --> Labam/NNP
's/POS --> 's/POS
country/NN --> country/NN
,/, --> ,/,
''/'' --> ''/''
they/PRP --> they/PRP
answered/VBD --> answer/VBD
./. --> ./.
Then/RB --> then/RB
the/DT --> the/DT
prince/NN --> prince/NN
went/VBD --> go/VBD
on/IN --> on/IN
till/IN --> till/IN
he/PRP --> he/PRP
came/VBD --> come/VBD
to/TO --> to/TO
a/DT --> a/DT
house/NN --> house/NN
where/WRB --> where/WRB
he/PRP --> he/PRP
saw/VBD --> see/VBD
an/DT --> a/DT
old/JJ --> old/JJ
woman/NN --> woman/NN
./. --> ./.
``/`` --> ``/``
Who/WP --> who/WP
are/VBP --> be/VBP
you/PRP --> you/PRP
?/. --> ?/.
''/'' --> ''/''
she/PRP --> she/PRP
said/VBD --> say/VBD
./. --> ./.
``/`` --> ``/``
Where/WRB --> where/WRB
do/VBP --> do/VBP
you/PRP --> you/PRP
come/VB --> come/VB
from/IN --> from/IN
?/. --> ?/.
''/'' --> ''/''
``/`` --> ``/``
I/PRP --> I/PRP
come/VBP --> come/VBP
from/IN --> from/IN
a/DT --> a/DT
far/RB --> far/RB
country/NN --> country/NN
,/, --> ,/,
''/'' --> ''/''
he/PRP --> he/PRP
said/VBD --> say/VBD
;/: --> ;/:
``/`` --> ``/``
do/VBP --> do/VBP
let/VB --> let/VB
me/PRP --> I/PRP
stay/VB --> stay/VB
with/IN --> with/IN
you/PRP --> you/PRP
to/TO --> to/TO
-/: --> -/:
night/NN --> night/NN
./. --> ./.
''/'' --> ''/''
``/`` --> ``/``
No/DT --> no/DT
,/, --> ,/,
''/'' --> ''/''
she/PRP --> she/PRP
answered/VBD --> answer/VBD
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
can/MD --> can/MD
not/RB --> not/RB
let/VB --> let/VB
you/PRP --> you/PRP
stay/VB --> stay/VB
with/IN --> with/IN
me/PRP --> I/PRP
;/: --> ;/:
for/IN --> for/IN
our/PRP$ --> we/PRP$
king/NN --> king/NN
has/VBZ --> have/VBZ
ordered/VBN --> order/VBN
that/IN --> that/IN
men/NNS --> man/NNS
from/IN --> from/IN
other/JJ --> other/JJ
countries/NNS --> country/NNS
may/MD --> may/MD
not/RB --> not/RB
stay/VB --> stay/VB
in/IN --> in/IN
his/PRP$ --> he/PRP$
country/NN --> country/NN
./. --> ./.
You/PRP --> you/PRP
can/MD --> can/MD
not/RB --> not/RB
stay/VB --> stay/VB
in/IN --> in/IN
my/PRP$ --> my/PRP$
house/NN --> house/NN
./. --> ./.
''/'' --> ''/''
``/`` --> ``/``
You/PRP --> you/PRP
are/VBP --> be/VBP
my/PRP$ --> my/PRP$
aunty/NN --> aunty/NN
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
prince/NN --> prince/NN
;/: --> ;/:
``/`` --> ``/``
let/VB --> let/VB
me/PRP --> I/PRP
remain/VB --> remain/VB
with/IN --> with/IN
you/PRP --> you/PRP
for/IN --> for/IN
this/DT --> this/DT
one/CD --> one/CD
night/NN --> night/NN
./. --> ./.
You/PRP --> you/PRP
see/VBP --> see/VBP
it/PRP --> it/PRP
is/VBZ --> be/VBZ
evening/NN --> evening/NN
,/, --> ,/,
and/CC --> and/CC
if/IN --> if/IN
I/PRP --> I/PRP
go/VBP --> go/VBP
into/IN --> into/IN
the/DT --> the/DT
jungle/NN --> jungle/NN
,/, --> ,/,
then/RB --> then/RB
the/DT --> the/DT
wild/JJ --> wild/JJ
beasts/NNS --> beast/NNS
will/MD --> will/MD
eat/VB --> eat/VB
me/PRP --> I/PRP
./. --> ./.
''/'' --> ''/''
``/`` --> ``/``
Well/RB --> well/RB
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
old/JJ --> old/JJ
woman/NN --> woman/NN
,/, --> ,/,
``/`` --> ``/``
you/PRP --> you/PRP
may/MD --> may/MD
stay/VB --> stay/VB
here/RB --> here/RB
to-night/JJ --> to-night/JJ
;/: --> ;/:
but/CC --> but/CC
to-morrow/JJ --> to-morrow/JJ
morning/NN --> morning/NN
you/PRP --> you/PRP
must/MD --> must/MD
go/VB --> go/VB
away/RB --> away/RB
,/, --> ,/,
for/IN --> for/IN
if/IN --> if/IN
the/DT --> the/DT
king/NN --> king/NN
hears/VBZ --> hear/VBZ
you/PRP --> you/PRP
have/VBP --> have/VBP
passed/VBN --> pass/VBN
the/DT --> the/DT
night/NN --> night/NN
in/IN --> in/IN
my/PRP$ --> my/PRP$
house/NN --> house/NN
,/, --> ,/,
he/PRP --> he/PRP
will/MD --> will/MD
have/VB --> have/VB
me/PRP --> I/PRP
seized/VBN --> seize/VBN
and/CC --> and/CC
put/VBN --> put/VBN
into/IN --> into/IN
prison/NN --> prison/NN
./. --> ./.
''/'' --> ''/''
Then/RB --> then/RB
she/PRP --> she/PRP
took/VBD --> take/VBD
him/PRP --> he/PRP
into/IN --> into/IN
her/PRP$ --> she/PRP$
house/NN --> house/NN
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
was/VBD --> be/VBD
very/RB --> very/RB
glad/JJ --> glad/JJ
./. --> ./.
The/DT --> the/DT
old/JJ --> old/JJ
woman/NN --> woman/NN
began/VBD --> begin/VBD
preparing/VBG --> prepare/VBG
dinner/NN --> dinner/NN
,/, --> ,/,
but/CC --> but/CC
he/PRP --> he/PRP
stopped/VBD --> stop/VBD
her/PRP --> she/PRP
,/, --> ,/,
``/`` --> ``/``
Aunty/NNP --> Aunty/NNP
,/, --> ,/,
''/'' --> ''/''
he/PRP --> he/PRP
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
will/MD --> will/MD
give/VB --> give/VB
you/PRP --> you/PRP
food/NN --> food/NN
./. --> ./.
''/'' --> ''/''
He/PRP --> he/PRP
put/VBD --> put/VBD
his/PRP$ --> he/PRP$
hand/NN --> hand/NN
into/IN --> into/IN
his/PRP$ --> he/PRP$
bag/NN --> bag/NN
,/, --> ,/,
saying/VBG --> say/VBG
,/, --> ,/,
``/`` --> ``/``
Bag/NN --> bag/NN
,/, --> ,/,
I/PRP --> I/PRP
want/VBP --> want/VBP
some/DT --> some/DT
dinner/NN --> dinner/NN
,/, --> ,/,
''/'' --> ''/''
and/CC --> and/CC
the/DT --> the/DT
bag/NN --> bag/NN
gave/VBD --> give/VBD
him/PRP --> he/PRP
instantly/RB --> instantly/RB
a/DT --> a/DT
delicious/JJ --> delicious/JJ
dinner/NN --> dinner/NN
,/, --> ,/,
served/VBD --> serve/VBD
up/RP --> up/RP
on/IN --> on/IN
two/CD --> two/CD
gold/JJ --> gold/JJ
plates/NNS --> plate/NNS
./. --> ./.
The/DT --> the/DT
old/JJ --> old/JJ
woman/NN --> woman/NN
and/CC --> and/CC
the/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
then/RB --> then/RB
dined/VBD --> dine/VBD
together/RB --> together/RB
./. --> ./.
When/WRB --> when/WRB
they/PRP --> they/PRP
had/VBD --> have/VBD
finished/VBN --> finish/VBN
eating/NN --> eating/NN
,/, --> ,/,
the/DT --> the/DT
old/JJ --> old/JJ
woman/NN --> woman/NN
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
Now/RB --> now/RB
I/PRP --> I/PRP
will/MD --> will/MD
fetch/VB --> fetch/VB
some/DT --> some/DT
water/NN --> water/NN
./. --> ./.
''/'' --> ''/''
``/`` --> ``/``
Do/VBP --> do/VBP
n't/RB --> not/RB
go/VB --> go/VB
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
prince/NN --> prince/NN
./. --> ./.
``/`` --> ``/``
You/PRP --> you/PRP
shall/MD --> shall/MD
have/VB --> have/VB
plenty/NN --> plenty/NN
of/IN --> of/IN
water/NN --> water/NN
directly/RB --> directly/RB
./. --> ./.
''/'' --> ''/''
So/IN --> so/IN
he/PRP --> he/PRP
took/VBD --> take/VBD
his/PRP$ --> he/PRP$
bowl/NN --> bowl/NN
and/CC --> and/CC
said/VBD --> say/VBD
to/TO --> to/TO
it/PRP --> it/PRP
,/, --> ,/,
``/`` --> ``/``
Bowl/NNP --> Bowl/NNP
,/, --> ,/,
I/PRP --> I/PRP
want/VBP --> want/VBP
some/DT --> some/DT
water/NN --> water/NN
,/, --> ,/,
''/'' --> ''/''
and/CC --> and/CC
then/RB --> then/RB
it/PRP --> it/PRP
filled/VBD --> fill/VBD
with/IN --> with/IN
water/NN --> water/NN
./. --> ./.
When/WRB --> when/WRB
it/PRP --> it/PRP
was/VBD --> be/VBD
full/JJ --> full/JJ
,/, --> ,/,
the/DT --> the/DT
prince/NN --> prince/NN
cried/VBD --> cry/VBD
out/RP --> out/RP
,/, --> ,/,
``/`` --> ``/``
Stop/NN --> stop/NN
,/, --> ,/,
bowl/NN --> bowl/NN
,/, --> ,/,
''/'' --> ''/''
and/CC --> and/CC
the/DT --> the/DT
bowl/NN --> bowl/NN
stopped/VBD --> stop/VBD
filling/VBG --> fill/VBG
./. --> ./.
``/`` --> ``/``
See/NNP --> See/NNP
,/, --> ,/,
aunty/NN --> aunty/NN
,/, --> ,/,
''/'' --> ''/''
he/PRP --> he/PRP
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
with/IN --> with/IN
this/DT --> this/DT
bowl/NN --> bowl/NN
I/PRP --> I/PRP
can/MD --> can/MD
always/RB --> always/RB
get/VB --> get/VB
as/RB --> as/RB
much/JJ --> much/JJ
water/NN --> water/NN
as/IN --> as/IN
I/PRP --> I/PRP
want/VBP --> want/VBP
./. --> ./.
''/'' --> ''/''
By/IN --> by/IN
this/DT --> this/DT
time/NN --> time/NN
night/NN --> night/NN
had/VBD --> have/VBD
come/VBN --> come/VBN
./. --> ./.
``/`` --> ``/``
Aunty/NNP --> Aunty/NNP
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
,/, --> ,/,
``/`` --> ``/``
why/WRB --> why/WRB
do/VBP --> do/VBP
n't/RB --> not/RB
you/PRP --> you/PRP
light/VBP --> light/VBP
a/DT --> a/DT
lamp/NN --> lamp/NN
?/. --> ?/.
''/'' --> ''/''
``/`` --> ``/``
There/EX --> there/EX
is/VBZ --> be/VBZ
no/DT --> no/DT
need/NN --> need/NN
,/, --> ,/,
